,index,common_entity,entity1,entity3,entity2
1451,1485,D. Türüç,Fenerbahçe SK,23.0,Turkey
1452,1486,M. Cornet,Olympique Lyonnais,27.0,Côte d'Ivoire
1453,1487,S. Widmer,FC Basel 1893,5.0,Switzerland
1454,1488,A. Gunn,Southampton,28.0,England
1455,1489,Wallace,Lazio,13.0,Brazil
1456,1490,Gonçalo Paciência,Eintracht Frankfurt,39.0,Portugal
1457,1491,Rúben Semedo,Olympiacos CFP,3.0,Portugal
1458,1492,A. Blake,Philadelphia Union,18.0,Jamaica
1459,1493,Sequeira,SC Braga,5.0,Portugal
1460,1494,T. Bongonda,KRC Genk,27.0,Belgium
1461,1495,J. Izquierdo,Brighton & Hove Albion,19.0,Colombia
1462,1496,I. Pussetto,Udinese Calcio,23.0,Argentina
1463,1497,Camarasa,Crystal Palace,23.0,Spain
1464,1498,S. Gigot,Spartak Moskva,2.0,France
1465,1499,T. Didillon,RSC Anderlecht,16.0,France
1466,1500,Embarba,Rayo Vallecano,11.0,Spain
1467,1501,L. Waldschmidt,Sport-Club Freiburg,11.0,Germany
1468,1502,E. Valencia,Tigres U.A.N.L.,13.0,Ecuador
1469,1503,Ó. Romero,San Lorenzo de Almagro,10.0,Paraguay
1470,1504,Jaume,Valencia CF,1.0,Spain
1471,1505,A. Živković,SL Benfica,17.0,Serbia
1472,1506,B. Ndiaye,Stoke City,27.0,Senegal
1473,1507,L. Acosta,D.C. United,10.0,Argentina
1474,1508,M. Locatelli,U.S. Sassuolo Calcio,73.0,Italy
1475,1509,B. Embolo,Borussia Mönchengladbach,36.0,Switzerland
1476,1510,T. Castagne,Atalanta,21.0,Belgium
1477,1511,Otávio,FC Girondins de Bordeaux,5.0,Brazil
1478,1512,M. Nakamba,Aston Villa,11.0,Zimbabwe
1479,1513,Á. Mena,Club León,13.0,Ecuador
1480,1514,F. Cervi,SL Benfica,11.0,Argentina
1481,1515,A. Briançon,Nîmes Olympique,23.0,France
1482,1516,R. Gosens,Atalanta,8.0,Germany
1483,1517,F. Kamano,FC Girondins de Bordeaux,11.0,Guinea
1484,1518,Y. Gómez Andrade,Unión de Santa Fe,28.0,Colombia
1485,1519,M. Çelik,LOSC Lille,17.0,Turkey
1486,1520,Bustinza,CD Leganés,3.0,Spain
1487,1521,F. Andone,Brighton & Hove Albion,10.0,Romania
1488,1522,D. Ćaleta-Car,Olympique de Marseille,15.0,Croatia
1489,1523,İ. Kahveci,İstanbul Başakşehir FK,17.0,Turkey
1490,1524,R. Mandragora,Udinese Calcio,38.0,Italy
1491,1525,J. Augustin,RB Leipzig,29.0,France
1492,1526,M. Díaz,Boca Juniors,12.0,Argentina
1493,1527,K. Tierney,Arsenal,3.0,Scotland
1494,1528,Rubén Duarte,Deportivo Alavés,3.0,Spain
1495,1529,Álex Remiro,Real Sociedad,1.0,Spain
1496,1530,F. Guilbert,Aston Villa,24.0,France
1497,1531,R. Holding,Arsenal,16.0,England
1498,1532,Pedraza,Real Betis Balompié,6.0,Spain
1499,1533,Matheus Pereira,West Bromwich Albion,12.0,Brazil
