,common_entity,entity1,entity2,entity3,entity4
925,Hidden Power: Presidential Marriages That Shaped Our Recent History,"Marton, Kati",September,2001,Pantheon
926,The Bible in Human Transformation: Towards a New Paradigm for Biblical Study,"Wink, Walter",August,1973,Fortress Press
927,Tune into Love: Attract Romance through the Power of Vibrational Matching,"McCraw, Margaret, Ph.D.",July,2005,Hampton Roads Publishing
928,Eyes of the Nation: A Visual History of the United States,"Virga, Vincent",January,2001,Portland House
929,Flying Without Fear,"Brown, Duanne, Ph.D.",April,1996,New Harbinger Pubns Inc
930,The Riches of France,"Clemente, Maribeth",July,1997,St. Martin's Griffin
931,The runaway giant,"Holl, Adelaide",January,1967,"Lothrop, Lee & Shepard Company, Inc."
932,More Needlepoint from America's Great Quilt Designs,"Davis, Mary Kay",December,1977,Workman Pub Co
933,Instant English Literature,"Gelshenen, Rosemary",July,1994,Fawcett Books
934,The Spriggan Mirror,"Watt-Evans, Lawrence",January,2007,Wildside Press
935,The Atlantis Prophecy,"Greanias, Thomas",April,2008,Pocket Star
936,Restaurant Confidential,Jacobson and Hurley,January,2002,Workman Publishing
937,The Ring,Piers Anthony,January,1968,Ace Books
938,Divided Lives: The Public and Private Struggles of Three American Women,"Walsh, Elsa",July,1996,Anchor
939,The Union Square Cafe Cookbook: 160 Favorite Recipes from New York's Acclaimed Restaurant,"Meyer, Danny and Romano, Michael",January,1900,Ecco
940,Stealing Jesus: How Fundamentalism Betrays Christianity,"Bawer, Bruce",October,1998,Crown
941,Unchained Memories: True Stories Of Traumatic Memories Lost And Found,"Terr, Lenore",February,1995,Basic Books
942,Doctors: A Novel,"Segal, Erich",July,1989,Bantam
943,How to Make Love to a Woman,"Smith, Gregory White, Naifeh, Steven W., and Morgenstern, Michael",December,1984,Random House Value Publishing
944,Joyful Noise: Poems for Two Voices,"Fleischman, Paul and Beddows, Eric (ILT)",June,2019,Harpercollins
945,Your God Is Too Safe: Rediscovering the Wonder of a God You Can't Control,"Peterson, Eugene (FRW) and Buchanan, Mark",February,2001,Multnomah
946,Paul Bocuse in Your Kitchen,"Bocuse, Paul",October,1982,Pantheon
947,Legal Research Illustrated,"Jacobstein, J. Myron and Mersky, Roy M.",August,1994,Foundation Pr
948,Boitano's Edge: Inside The Real World Of Figure Skating,"Harper, Suzanne, Boitano, Brian, and Fleming, Peggy (INT)",December,1997,Simon & Schuster Books for Young Readers
949,Great Escape: Great Escape,"Marton, Kati",November,2007,Simon & Schuster
950,Philadelphia's Outdoor Art: A Walking Tour,"Brenner, Roslyn F.",February,1987,Camino Books Inc
951,Esther,"Traylor, Ellen Gunderson",January,1988,Harvest House Publishers
952,Washington,"Greenfield, Meg",April,2001,PublicAffairs
953,Extreme Denial,"Morrell, David",April,1997,Warner
954,And the Night Shall Be No More,"Sanderfur, Glenn",June,1993,Are Pr
955,Prescription Drugs,Editor,January,1992,Publications International
956,Pressure cooking,"Allen, Ida Cogswell Bailey",January,1947,"Garden City Pub. Co., inc"
957,The Queen and Her Court: A Guide to the British Monarchy Today,"Packard, Jerrold M.",June,1981,Scribner
958,Ellis Island: Gateway to the American dream,"Reeves, Pamela",January,2002,Dorset Press
959,The Village of Longing: and Dancehall Days,"O'Brien, George",March,1990,Viking Penguin
960,From Fallen To Forgiven: A Spiritual Journey into Wholeness and Healing,"O'Neill, Jennifer",February,2002,W Pub Group
961,Legend In Green Velvet,Elizabeth Peters,January,1989,"New York, NY: TOR"
962,Born Digital: Understanding the First Generation of Digital Natives,"Palfrey, John and Gasser, Urs",August,2008,Basic Books
963,The Good Cookie: Over 250 Delicious Recipes from Simple to Sublime,"Boyle, Tish",September,2002,John Wiley & Sons Inc
964,SOCIAL STUDIES 2003 PUPIL EDITION GRADE 2 PEOPLE AND PLACES,Scott Foresman,January,2002,Scott Foresman
965,Horse Care Tips from A to Z,Mary Kay Kinnish Editor,January,2000,Primedia Equine Group
966,Official Scrabble Player's Dictionary,Merriam,October,1982,POCKET
967,The Wonderful West,"Holbrook, Stewart Hall",January,1963,Doubleday & Company
968,Rock the Casbah: Rage and Rebellion Across the Islamic World,"Wright, Robin B.",July,2011,Simon & Schuster
969,Tropic of Creation,"Kenyon, Kay",October,2000,Spectra
970,Knock Em Dead,"Yate, Martin",January,1991,Adams Media+corporation
971,The General's Daughter,"DeMille, Nelson",November,1993,Warner Books
972,Seven Weeks to Sobriety: The Proven Program to Fight Alcoholism through Nutrition,"Larson, Joan Mathews",October,1997,Ballantine Books
973,Tell Me Everything: How You Can Heal from the Secrets You Thought You'd Never Share,"Meberg, Marilyn",March,2010,Thomas Nelson Inc
974,The 150 Best Slow Cooker Recipes,"Finlayson, Judith",September,2001,Robert Rose
975,Jackboot a History of the German Soldier,"Laffin, John",January,2000,Barnes & Noble Books
976,Eyes Wide Open: Looking for God in Popular Culture,"Romanowski, William D.",May,2001,Brazos Press
977,Peregrine,"Bayer, William",September,1981,St Martins Pr
978,A Little Bit Of Trouble,"Grindley, Sally and Taylor, Eleanor (ILT)",September,2004,Bloomsbury USA Childrens
979,Into the Teeth of the Tiger,"Lopez, Donald S.",September,1997,Smithsonian Books
980,Readers: Bermuda Triangle,"Donkin, Andrew",March,2000,DK CHILDREN
981,Physical Rehabilitation: Assessment and Treatment,"O'Sullivan, Susan B. and Schmitz, Thomas J.",January,1994,F A Davis Co
982,Waiting for You,"Colasanti, Susane",April,2010,Speak
983,Dolphin Adventure:: A True Story,"Grover, Wayne and Fowler, Jim (ILT)",July,2000,Greenwillow Books
984,Riding the Snake,"Cannell, Stephen J.",September,1998,William Morrow
985,Letters of Archibald Macleish: 1907 to 1982,"Winnick, R. H. (EDT)",January,1983,Houghton Mifflin
986,Marketing Myths That Are Killing Business: The Cure for Death Wish Marketing,"Clancy, Kevin J. and Shulman, Robert S.",June,1995,McGraw-Hill
987,An Introduction to Animal Behavior,"Klopfer, Peter H.",January,1974,Prentice Hall
988,Special Diets for Special Kids: Understanding and Implementing a Gluten and Casein Free Diet to Aid in the Treatment of Autism and Related Developmental Disorders,"Lewis, Lisa",January,1998,Future Horizons
989,Can You Keep a Secret?,"Kinsella, Sophie",December,2005,Dell
990,Who Does She Think She Is?: A Novel,"Little, Benilde",April,2005,Free Press
991,The Devil in Massachusetts: A Modern Enquiry into the Salem Witch Trials,"Starkey, Marion Lena",September,1989,Anchor
992,Microbrews: A Guide to America's Best New Beers and Breweries,"Zimmermann, Matthew and Stice, Chad B.",September,1996,Andrews McMeel Pub
993,The Zig Ziglar Difference,"Yorkey, Mike (EDT) and Teague, Juanell (EDT)",August,1999,Berkley Trade
994,Edinburgh castle,Richard Fawcett,January,1980,H.M.S.O
995,Think Out of the Box,"Vance, Mike and Deacon, Diane",October,1995,Career Pr Inc
996,Blonde Dynamite,"Lorraine,Louis",January,1961,Beacon Books #B458F
997,A Southern Family,"Godwin, Gail",August,1995,Avon Books
998,The Dean's December,"Bellow, Saul",January,1986,Harper & Row
999,Nancy Drew 34: the Hidden Window Mystery,"Keene, Carolyn",January,1957,Grosset & Dunlap
1000,Ashes To Easter: Lenten Meditations,"Morneau, Robert F.",January,1996,Crossroad
1001,Journey to the Centre of the Earth,"Verne, Jules",October,1965,Penguin Books
1002,The Spirit of Democratic Capitalism,"Novak, Michael",June,1983,Touchstone Books
1003,If I Should Die Before I Die,"Israel, Peter",January,1989,Mysterious Pr
1004,Palacio Real de Madrid,Jose Luis Sancho,January,2013,PATRIMONIO NACIONAL
1005,Human Sexual Response,"William H. Masters, Virginia E. Johnson",January,1966,"Little, Brown and Company"
1006,Bess W Truman,"Truman, Margaret",April,1986,Macmillan
1007,MOMMY'S ANGEL,MIASHA,January,2007,Simon & Schuster
1008,The Golden Songbook,"Wessells, Katharine",October,1981,Golden Pr
1009,Twice Blessed,"Leonard, Joan",March,2000,Golden Press
1010,Creating the Better Hour: Lessons from William Wilberforce,"Stetson, Chuck (EDT)",May,2008,Stroud & Hall Pub
1011,Murder Among Friends,"McConnell, Frank D.",January,1983,Walker & Co
1012,Observing the Constellations,"Sanford, John",December,1989,Fireside
1013,Everyday Life of Medieval Travellers,"Rowling, Marjorie",June,1990,Dorset Pr
1014,Charlie Wilson's War: The Extraordinary Story of How the Wildest Man in Congress and a Rogue CIA Agent Changed the History of Our Times,"Crile, George",November,2007,Grove Press
1015,Wild Truth Journal for Junior Highers,"Oestreicher, Mak",November,1995,Zondervan
1016,In the Company of Prophets,"Swinton, Heidi S.",May,1993,Deseret Book Co
1017,Picture Book to Remember Her By: Utah,"Smart, Ted and Gibbon, David",August,1991,Crescent
1018,Mortimer Mooner Makes Lunch,"Edwards, Frank B. and Bianchi, John (ILT)",March,1995,Bungalo Books
1019,Relational Parenting: Going Beyond Your Child's Behavior to Meet Their Deepest Needs,"Campbell, Ross and Champbell, Ross, M.D.",February,2000,Moody Pub
1020,Heartsaver AED,American Heart Association,May,2006,Amer Heart Assn Inc
1021,The 18th Emergency,"ars, Betsy Cromer",April,1973,Viking Juvenile
1022,Lifeplanning,"Dalton, Robb",March,1996,Lifeplanning
1023,Ice Hunt,"Rollins, James",June,2004,Harper
1024,Celine Dion: For Keeps,"Glatzer, Jenna",October,2005,Andrews McMeel Publishing
1025,Henry And Mudge First Book,"Rylant, Cynthia and Stevenson, Sucie",June,1996,Simon Spotlight
1026,I'd Rather Die Than Give a Speech,"Klepper, Michael M. and Gunther, Robert E.",October,1993,Irwin Professional Pub
1027,The Book of Vices,"Hutchinson, Robert J. (EDT)",March,1996,Riverhead Trade
1028,Temptation,"Deveraux, Jude",October,2000,Atria
1029,Touched: A Novel,"Campbell, Scott",March,1997,Random House Publishing Group
1030,Pen Pals: A Cartoon Collection,"Brookins, Gary, Gorell, Bob",December,1992,Richmond Times-Dispatch
1031,General Foods Kitchens Cookbook,"WOMEN OF GENERAL FOODS KITCHENS,",January,1959,Random House
1032,The Gestapo: A History of Horror,Jacques Delarue,January,1965,Dell
1033,Skippyjon Jones in Mummy Trouble,"Schachner, Judith ron",October,2008,PUFFIN BOOKS
1034,The Southern Devil,"Whiteside, Diane",September,2006,Brava
1035,Eve of the Emperor Penguin,"Murdocca, Sal (ILT) and Osborne, Mary Pope",December,2009,Random House Books for Young Readers
1036,Tools of the writer's trade: Writers tell all about the equipment and services they find the best,American Society of Journalists & Author,January,1990,HarperCollins
1037,What's In Style: Fireplaces,"Still, Joanne",August,2002,Creative Homeowner
1038,Unexpected Tenderness and Fighting over Beverley : Two New Plays by Israel Horovitz,Israel Horovitz,January,1995,Fireside Theatre
1039,The Fundamentals of Negotiating,"Nierenberg, Gerard I.",October,2002,Dutton
1040,Lightning: A Novel,"Steel, Danielle",June,1996,Dell
1041,The Search for Solutions,Horace Freeland Judson,January,1982,"HOLT, RINEHART, WINSTON"
1042,Star of Wonder,"Beverley, Jo, Alfonsi, Alice, Freiman, Kate, and Farraday, Tess",October,1999,Jove
1043,How to Make It Big as a Consultant,"Cohen, William A.",September,1993,AMACOM
1044,Obligato: Untold Tales from a Life With Music,"Hirschmann, Ira",April,1994,Fromm Intl
1045,The Canon: A Whirligig Tour of the Beautiful Basics of Science,"Angier, Natalie",May,2007,Houghton Mifflin Harcourt
1046,The Last Champion,"Hale, Deborah",April,2004,Harlequin Historical
1047,A Short History of Women: A Novel,"Walbert, Kate",June,2010,Scribner
1048,Critical Mass,"Martini, Steve",September,1998,Putnam Adult
1049,Grace Based Parenting: Set Your Familiy Free,"Kimmel, Tim",May,2005,Thomas Nelson
1050,New Father Book: What Every New Father Needs to Know to Be a Good Dad,"Better Homes and Gardens Books (COR), Feinstein, Alice (EDT), Horn, Wade F., and Rosenberg, Jeffrey",March,1998,Better Homes and Gardens
1051,Worlds Imagined: 14 Short Science Fiction,"Silverberg, Robert and Greenberg, Martin Harry (COM)",January,1989,Random House Value Publishing
1052,The New York Times Manual of Style and Usage : The Official Style Guide Used by the Writers and Editors of the World's Most Authoritative Newspaper,"New York Times Company (EDT), Connolly, William G, and Siegal, Allan M.",October,1999,Crown
1053,Complete Idiot's Guide to Publishing Magazine Articles,"kofsky, Sheree, Sander, Jennifer Basye, and Rominger, Lynne",June,2000,Alpha
1054,Terrorist,"Updike, John",June,2006,Knopf
1055,American Measures: Three Centuries of American Poetry,"Starr, Debra",January,1997,Hunter Publishing+inc
1056,Gabby Growing Up,"Hest, Amy and Schwartz, Amy (ILT)",February,1998,Simon & Schuster Children's Publishing
1057,No Opportunity Wasted : Creating a List for Life,"Berger, Warren and Keoghan, Phil",November,2004,Rodale Books
1058,Murder at the Fair,"Crites, Susan",January,1993,Butternut Pubns
1059,Peter's Chair,"Keats, Ezra Jack",May,1983,Trophy Pr
1060,The Penny Wars,"Baker, Elliott",January,1972,Pocket Book
1061,Procedures for the Professional Secretary,"Fulton, Patsy and Hanks, Joanna",June,1985,South-Western Pub
1062,Beyond Sovereignty: Issues for a Global Agenda,"Cusimano, Maryann K.",July,1999,Cengage Learning
1063,Escape Across the Potomac,"Whitehair, C. W.",July,2013,Infinity Publishing
1064,Interactive Bible Studies: 45 Guided Questionnaires for Group Building,"Coleman, Lyman",December,1998,Serendipity
1065,A Boy Named Charlie Brown,"Schulz, Charles M.",May,2001,Barnes & Noble
1066,The Power of Purpose,"Leider, Richard J.",May,1985,Fawcett
1067,Disobedience: A Novel,Jane Hamilton,October,2000,Doubleday
1068,Blood Pact,"Huff, Tanya",November,1993,DAW
1069,Martini,"Taylor, David",September,2003,Silverback Books
1070,Einstein: A Life,"Brian, Denis",August,1997,Wiley
1071,Our Government and the Arts: A Perspective from the Inside,"Biddle, Livingstone L.",April,1988,Americans for the Arts
1072,Praise and Worship: A Devotional for Little Ones,"Abraham, Ken, Abraham, Angela, Anderson, Terry, and Dunn, Kathleen",July,1996,W Pub Group
1073,Baking Bread: Old and New Traditions,"Hensperger, Beth and Pool, Joyce Oudkerk (PHT)",September,1992,Chronicle Books
1074,Best Answers to the 201 Most Frequently Asked Interview Questions,"Deluca, Matthew J.",September,1996,McGraw-Hill
1075,From Ashes to Glory,"McCartney, Bill and Diles, David L.",June,1995,Thomas Nelson Inc
1076,Good Faith,"Smiley, Jane",May,2004,Anchor
1077,10 TRUTHS ABOUT CHRISTIANS AND POLITICS,coral-ridge,January,2008,Coral Ridge Ministries
1078,Forces Of Nature,"Ganeri, Anita and Saunders, Mike (ILT)",May,1991,Golden Books
1079,How to Tell a Story: The Secrets of Writing Captivating Tales,"Rubie, Peter and Provost, Gary",June,1998,Writer's Digest Books
1080,In Praise of Public Life,"D'Orso, Michael and Lieberman, Joseph I.",February,2000,Simon & Schuster
1081,The Restless Earth,"Calder, Nigel",April,1978,Penguin Books
1082,The Sounds of Poetry: A Brief Guide,"Pinsky, Robert and Pinksy, Robert",September,1998,"Farrar, Straus and Giroux"
1083,Modern Classics of Fantasy,"Dozois, Gardner R. (EDT)",January,1997,St Martins Pr
1084,Indians: a play,Alan Kopit,January,1971,Bantam Books
1085,Guide to the New MLA Style of Documentation for Users of Writting a College Handbook,"Lincoln, John E. and Heffernan, James W.",June,1984,W. W. Norton & Company
1086,The Voice on the Radio,"Cooney, Caroline B.",October,1996,Delacorte Books for Young Readers
1087,Outside and Inside Dinosaurs,"Markle, Sandra",July,2003,Aladdin
1088,A Son of Thunder: Patrick Henry and the American Republic,"Mayer, Henry",June,2001,Grove Press
1089,Good Care for Cats: How to Keep Your Cat in Perfect Health,"Bessant, Claire and Viner, Bradley",July,1997,Blake Publishing Ltd
1090,Planning a Better Kitchen,,December,1996,Creative Homeowner Pr
1091,Revolving pictures: A reproduction from an antique book,Ernest Nister,January,1979,Collins
1092,Farmland or Wasteland: A Time to Choose,"Sampson, R. Neil",October,1981,Rodale Pr
1093,Kafka's Last Love,"Diamant, Kathi",July,2003,Vintage UK
1094,Expendable,"Gardner, James Alan",January,1997,Avon Books
1095,Impressionist Roses,FELL,January,2001,Metro Books
1096,Psychology of Music,"Seashore, Carl E.",June,1967,Dover Publications
1097,The Manual of Horsemanship,British Horse Society and the Pony Club,January,1982,Barron's Educational Series
1098,People's Century:: The Ordinary Men and Women Who Made the Twentieth Century,"Hodgson, Godfrey and Smith, P. (EDT)",April,1998,Times Books/Random House
1099,Active Directory Cookbook for Windows Server 2003 and Windows 2000,"Allen, Robbie",September,2003,O'Reilly Media
1100,Afterlove,"Rosenblum, Robert J.",March,2003,Berkley
1101,Love Someone Today: Encouragement and Inspiration for the Times of Our Lives,"Delilah and Newton, Dave",May,2001,Fireside
1102,Proverbs For The People,"Price-Thompson, Tracy (EDT) and Stovall, Taressa (EDT)",June,2003,Kensington
1103,The Camel Club,"Baldacci, David",October,2005,Grand Central Publishing
1104,Coming Back to Me: A Novel,"Leavitt, Caroline",September,2003,St. Martin's Griffin
1105,Advanced Unix Programming,"Rochkind, Marc J.",August,1985,Pearson P T R
1106,Big Six: Why Americans Can't Trust the Nation's Top Accounting Firms,"Stevens, Mark",April,1992,Touchstone
1107,Love Invents Us,"Bloom, Amy",December,1996,Random House
1108,The Everything Cookbook,"Lawson, Karen, Jaycox, Faith, and Jaycox, Sarah",September,2000,Everything
1109,Timothy's Game,"Sanders, Lawrence",July,1988,G. P. Putnam's Sons
1110,While She Was Sleeping,"Forster, Suzanne",August,2003,Berkley
1111,Remember Me,"Clark, Mary Higgins",May,1994,Simon & Schuster
1112,365 Ways to Get a Good Night's Sleep,"Kotler, Ronald L., M.D., Karinch, Maryann, and Cantor, Charles R. (FRW)",November,2009,Adams Media
1113,Wintergirls,"Anderson, Laurie Halse",February,2010,Penguin Books
1114,Notes on a Scandal: What Was She Thinking?: A Novel,"Heller, Zoe",December,2006,Picador
1115,Increasing Revenue from Your Clients,"Connor, Richard A",November,1989,Wiley
1116,How to Have a Whole Heart in a Broken World,"Lutzer, Erwin W.",October,1987,Victor Books
1117,Southern Lighthouses: Chesapeake Bay to the Gulf of Mexico,"Roberts, Bruce and Jones, Ray",June,1995,UNKNO
1118,Counseling Women,"Collier, Helen V.",September,1982,Free Press
1119,Beyond Birth and Death,A. C. Bhaktivedanta Swami Prabhupada,January,1972,Bhaktivedanta Book Trust
1120,Mary Wore Her Red Dress and Henry Wore His Green Sneakers,"Peek, Merle",March,1988,Clarion Books
1121,Will They Ever Trust Us Again?: Letters From the War Zone,"Moore, Michael (EDT)",October,2004,Simon & Schuster
1122,The Wordsworth Dictionary of Foreign Words in English,"Ayto, J.",April,1998,Wordsworth Edition
1123,Victory Over the Darkness: Realizing the Power of Your Identity in Christ,"Anderson, Neil T.",July,2000,Baker Pub Group
1124,How Emily Blair Got Her Fabulous Hair,"Priceman, Marjorie (ILT), Beroza, Susan Garrison, and Garrison, Susan",December,1999,Troll Communications
1125,The Lady and the Unicorn: A Novel,"Chevalier, Tracy",December,2004,Penguin Books
1126,Awakening,"Deveraux, Jude",June,1988,Pocket
1127,Workplace 2000: The Revolution Reshaping American Business,"Boyett, Joseph H. and Conn, Henry P.",May,1992,Plume
1128,WWJD Spiritual Challenge Journal,"Yaconelli, Mike",November,1997,Zondervan
1129,Deryni Rising,"Kurtz, Katherine",May,1980,Del Rey
1130,The Joy of Being Single,"Zobel-Nolan, Allia and Chast, Roz (ILT)",January,1992,Workman Publishing Company
1131,Green Frog,Hogeweg,December,1979,Barron's Educational Series
1132,Hemingway's a Farewell to Arms,"Hemingway, Ernest and Sexton, Adam",January,2001,CliffsNotes
1133,Stories for the Family's Heart: Over One Hundred Stories to Encourage Your Soul,"Gray, Alice (EDT)",July,1998,Multnomah
1134,Yurth Burden,"Norton, Andre",September,1978,DAW
1135,The Complete Book of Asian Cooking,,January,2002,New Burlington Books
1136,Nutrition for Dummies,"Rinzler, Carol Ann",April,1997,Hungry Minds Inc
1137,Day After Night: A Novel,"Diamant, Anita",August,2010,Scribner
1138,Old Magic,"Curley, Marianne",February,2002,Simon Pulse
1139,National Geographic: Behind America's Lens on the World,"Abramson, Howard S.",April,1988,Random House Value Publishing
1140,The New Classics: Fresh Ideas for Rooms that Endure,"Trocme, Suzanne, Hayden, Ken (PHT), and Hayden, Ken",October,2002,Harry N. Abrams
1141,The Big Fight: My Life In and Out of the Ring,"Leonard, Sugar Ray and Arkush, Michael (CON)",June,2011,Viking
1142,Reaching to Heaven: A Spiritual Journey Through Life and Death,"Van Praagh, James",February,1999,Dutton
1143,The Romance Reader,"Abraham, Pearl",September,1996,Riverhead Books
1144,Morning Glory,"Peterfreund, Diana",October,2010,Ballantine Books
1145,Housewrights,"Corriveau, Art",June,2002,Penguin Books
1146,Healthy Heart Miracle Diet,"Hastings, John & Lori Mosca",January,2011,The Reader's Digest Associatio
1147,Code Name Ginger: The Story Behind Segway and Dean Kamen's Quest to Invent a New World,"Kemper, Steve",June,2003,Harvard Business Review Press
1148,A Million Little Pieces,"Frey, James",January,2003,Nan A. Talese
1149,Seeking God: My Journey of Prayer and Praise,"Tada, Joni Eareckson",July,1991,Wolgemuth & Hyatt Pub
1150,American Eskimos,Monica Sellers,September,1990,Thomasson Grant & Howell
1151,Latin Quips at Your Fingertips,Rose Williams,January,2001,Barnes & Noble
1152,Journey to the Centre of the Earth,"Verne, Jules",May,1986,Signet Classics
1153,Worst Christmas Ever,"Remlinger-Trounstine, Connie",August,1996,Troll Communications
1154,Hungry as the Sea: A Novel,"Smith, Wilbur A.",May,1999,St. Martin's Paperbacks
1155,Contempt: How the Right Is Wronging American Justice,"Crier, Catherine",September,2005,Rugged Land
1156,Beauty Wisdom: The Secret of Looking and Feeling Fabulous,"Vyas, Bharti and Haggard, Claire",May,1998,Thorsons
1157,The Portable Greek Historians,"Finley, M. I",June,1960,Viking Adult
1158,Circumstances Unknown: A Novel of Suspense,"Heckler, Jonellen",March,1993,Pocket Books
1159,Wealthy and Wise: Secrets About Money,"Steiger, Heidi L. (EDT) and Berman, Neuberger",October,2002,Wiley
1160,British Pottery and Porcelain,"Fisher, Stanley W.",January,1962,Bell Pub. Co.
1161,Adult Children of Divorce,"Hochman, Gloria and Beal, Edward W.",February,1991,Delacorte Press
1162,The Hearse You Came In On,"Cockey, Tim",March,2000,Hachette Books
1163,John James Audubon: The Watercolors for the Birds of America,"New-York Historical Society (COR), Audubon, John James, Stebbins, Theodore E., Jr., Blaugrund, Annette, Slatkin, Carole Anne, and Hotchner, Holly",August,1994,Villard Books
1164,I Do: A Guide to Creating Your Own Unique Wedding Ceremony,"Metrick, Sydney Barbara",September,2004,Celestial Arts
1165,MY WAR,"Rooney, Andrew A.",October,2000,PublicAffairs
1166,Just As I Am: The Life of David Ring As Told to Lela Gilbert,"Gilbert, Lela and Ring, David",September,1993,Moody Pub
1167,The Devil's Waltz,"Stuart, Anne",January,2006,MIRA
1168,A Clear Conscience,"Fyfield, Frances",March,1995,Pantheon Books
1169,The Ride Together: A Brother and Sister's Memoir of Autism in the Family,"Karasik, Judy",January,2003,Washington Square Press
1170,The Meaning of the Constitution,"Holder, Angela Roddey and Holder, John Thomas Roddey",September,1997,Barron's Educational Series
1171,Here at Eagle Pond,"Hall, Donald",January,1992,Houghton Mifflin
1172,Ministry of Intercessory Prayer,"Murray, Andrew",June,1981,Bethany House Pub
1173,The Rebel Bride,"Coulter, Catherine",January,1994,Topaz
1174,The Lost: A Search for Six of Six Million,"Mendelsohn, Daniel and Mendelsohn, Matt (PHT)",September,2006,Harper
1175,May You Be the Mother of a Hundred Sons: A Journey Among the Women of India,"Bumiller, Elisabeth",April,1991,Ballantine Books
1176,The Decorating Book,"Gilliatt, Mary",April,1987,Pantheon
1177,The Case for Christ: A Journalist's Personal Investigation of the Evidence for Jesus,"Strobel, Lee",September,1998,Zondervan
1178,Ink: The Book of All Hours,"Duncan, Hal",February,2007,Del Rey
1179,The Red Hat Society Cookbook: More Than 1000 Recipes From the World's Most Divine Ladies,"The Red Hat Society and intro by Sue Ellen Cooper, illus. by Andrea Reekstin, recipes by members of the Red Hat Society",January,2006,Ruttledge Hill Press
1180,The Book of Grilling and Barbecuing,"Norman, Cecilia",April,1989,HP Trade
1181,The Ends of Power,"Haldeman, H. R.",February,1978,Times Books
1182,The Secret of Annexe 3: An Inspector Morse Mystery,"Dexter, Colin",October,1988,Crimeline
1183,The Seventh Sinner,"Peters, Elizabeth",March,1989,Mysterious Press
1184,Up From Liberalism,"Willaim F. Buckley, Jr.",January,1959,"McDowell, Obolensky"
1185,The Elegant Onion: The Art of Allium Cookery,"Cavage, Betty",October,1987,Garden Way Pub Co
1186,Improving Your Memory: How to Remember What You're Starting to Forget,"Stern, Lynn and Fogler, Janet",April,1994,The Johns Hopkins University Press
1187,UNTIL THE END: A Novel of the Civil War,"Coyle, Harold",September,1996,Simon & Schuster
1188,Best of the Best Fast and Fabulous Party Foods and Appetizers,"Gwen McKee, Barbara Moseley",May,2008,Quail Ridge Press
1189,The Civil War: An Illustrated History,"Ward, Geoffrey C., Burns, Ric, and Burns, Ken",September,1990,Knopf
1190,Leadership for Learning: How to Help Teachers Succeed,"Glickman, Carl D.",January,2002,Association for Supervision & Curriculum Development
1191,Crucified Love,"Maas, Robin",September,1989,Abingdon Press
1192,Gag Rule: On the Suppression of Dissent and Stifling of Democracy,"Lapham, Lewis H.",June,2004,"Penguin Press HC, The"
1193,The New Book Of The Horse: Complete Authoritative Reference for Every Horse Lover,"Haw, Sarah",September,1993,Howell Book House
1194,Sleepless in Scotland,Karen Hawkins,January,2009,Simon and Schuster
1195,Papal Sin: Structures of Deceit,"Wills, Garry",June,2000,Doubleday
1196,The Healthy Heart Gourmet,"Mills, Tom and Mills, Arlene",June,1993,Healthy Heart Gourmet
1197,Against the Tide: How a Compliant Congress Empowered a Reckless President,"Chafee, Lincoln",April,2008,Thomas Dunne Books
1198,What Every American Should Know About American History,"Phillips, Charles and Axelrod, Alan",January,1997,Adams Media
1199,In the Bed of a Duke,"Maxwell, Cathy",April,2006,Avon
1200,United Methodist Altars:A Guide For The Local Church,"Hickman, Hoyt L.",April,1984,Abingdon Press
1201,Twin to Twin,"Courtin, Thierry (ILT) and O'Hair, Margaret",May,2003,Margaret K. McElderry Books
1202,Alphabet Weekends: Love on the Road from A to Z,"Noble, Elizabeth",January,2007,William Morrow Paperbacks
1203,When Your Past Is Hurting Your Present: Getting Beyond Fears That Hold You Back,"Augustine, Sue",August,2005,Harvest House Publishers
1204,Four Trials,"Edwards, John and Auchard, John",November,2003,Simon & Schuster
1205,Sunny Chandler's Return,"Brown, Sandra",December,2003,Bantam
1206,Take It from Me: Life's a Struggle But You Can Win,"Eliot, Marc and Brokovich, Erin",October,2001,McGraw-Hill
1207,Fingerprints and Talking Bones,"Jones, Charlotte Foltz and Klein, David G. (ILT)",February,1999,Yearling
1208,The Serpent Club,"Coffey, Tom",June,1999,Atria
1209,Big Flavors of the Hot Sun: Recipes and Techniques from the Spice Zone,"Schlesinger, Chris, Willoughby, John, and Witschonke, Alan (ILT)",June,1994,William Morrow & Co
1210,Home Hints and Tips,"Richardson, Rosamond and Sadur, Russell (PHT)",February,2003,DK ADULT
1211,Africana,"Harrison, William",January,1977,William Morrow
1212,The Cook's Encyclopedia of Thirty Minute Cooking,Jenni Fleetwood,January,2003,Barnes & Noble Books
1213,In Search of the Birth of Jesus,"Roberts, Paul William",November,1996,Riverhead Trade
1214,Lake News,"Delinsky, Barbara",July,1999,Simon & Schuster
1215,The Cay,"Taylor, Theodore",May,2002,Yearling
1216,Run For Your Life,"Kane, Andrea",November,2000,Pocket
1217,Dad,"Wharton, William",May,1981,Alfred A. Knopf
1218,The New Office Professional's Handbook: How to Survive and Thrive in Today's Office Environment,"American Heritage Dictionaries, Edit (EDT)",January,2009,Houghton Mifflin
1219,Seasons of Our Joy: A Modern Guide to the Jewish Holidays,"Waskow, Arthur I., Farren, Martin, and Benjamin-Farren, Joan",September,1991,Beacon Press
