,common_entity,entity1,entity2,entity3,entity4
1388,Saving Mr. Banks,2013,John Lee Hancock,USA,non-animation
1389,Malcolm X,1992,Spike Lee,USA,non-animation
1390,This Is 40,2012,Judd Apatow,USA,non-animation
1391,Old Dogs,2009,Walt Becker,USA,non-animation
1392,Underworld: Rise of the Lycans,2009,Patrick Tatopoulos,USA,non-animation
1393,License to Wed,2007,Ken Kwapis,USA,non-animation
1394,The Benchwarmers,2006,Dennis Dugan,USA,non-animation
1395,Must Love Dogs,2005,Gary David Goldberg,USA,non-animation
1396,Donnie Brasco,1997,Mike Newell,USA,non-animation
1397,Resident Evil,2002,Paul W.S. Anderson,UK,non-animation
1398,Poltergeist,1982,Tobe Hooper,USA,non-animation
1399,The Ladykillers,2004,Ethan Coen,USA,non-animation
1400,Max Payne,2008,John Moore,Canada,non-animation
1401,In Time,2011,Andrew Niccol,USA,non-animation
1402,The Back-up Plan,2010,Alan Poul,USA,non-animation
1403,Something Borrowed,2011,Luke Greenfield,USA,non-animation
1404,Black Knight,2001,Gil Junger,USA,non-animation
1405,The Bad News Bears,1976,Michael Ritchie,USA,non-animation
1406,Street Fighter,1994,Steven E. de Souza,Japan,non-animation
1407,The Pianist,2002,Roman Polanski,France,non-animation
1408,The Nativity Story,2006,Catherine Hardwicke,USA,non-animation
1409,House of Wax,2005,Jaume Collet-Serra,Australia,non-animation
1410,Closer,2004,Mike Nichols,USA,non-animation
1411,J. Edgar,2011,Clint Eastwood,USA,non-animation
1412,Mirrors,2008,Alexandre Aja,USA,non-animation
1413,Queen of the Damned,2002,Michael Rymer,USA,non-animation
1414,Predator 2,1990,Stephen Hopkins,USA,non-animation
1415,Untraceable,2008,Gregory Hoblit,USA,non-animation
1416,Blast from the Past,1999,Hugh Wilson,USA,non-animation
1417,Flash Gordon,1980,Mike Hodges,UK,non-animation
1418,Jersey Girl,2004,Kevin Smith,USA,non-animation
1419,Alex Cross,2012,Rob Cohen,USA,non-animation
1420,Midnight in the Garden of Good and Evil,1997,Clint Eastwood,USA,non-animation
1421,Heist,2015,Scott Mann,USA,non-animation
1422,Nanny McPhee Returns,2010,Susanna White,UK,non-animation
1423,Hoffa,1992,Danny DeVito,USA,non-animation
1424,The X Files: I Want to Believe,2008,Chris Carter,USA,non-animation
1425,Ella Enchanted,2004,Tommy O'Haver,USA,non-animation
1426,Concussion,2015,Peter Landesman,UK,non-animation
1427,Abduction,2011,John Singleton,USA,non-animation
1428,Valiant,2005,Gary Chapman,UK,animation
1429,Wonder Boys,2000,Curtis Hanson,USA,non-animation
1430,Superhero Movie,2008,Craig Mazin,USA,non-animation
1431,Broken City,2013,Allen Hughes,USA,non-animation
1432,Cursed,2005,Wes Craven,USA,non-animation
1433,Premium Rush,2012,David Koepp,USA,non-animation
1434,Hot Pursuit,2015,Anne Fletcher,USA,non-animation
1435,The Four Feathers,2002,Shekhar Kapur,UK,non-animation
1436,Parker,2013,Taylor Hackford,USA,non-animation
1437,Wimbledon,2004,Richard Loncraine,UK,non-animation
1438,Furry Vengeance,2010,Roger Kumble,USA,non-animation
1439,Bait,2012,Kimble Rendall,Australia,non-animation
1440,Krull,1983,Peter Yates,UK,non-animation
1441,Lions for Lambs,2007,Robert Redford,USA,non-animation
1442,Flight of the Intruder,1991,John Milius,USA,non-animation
1443,Walk Hard: The Dewey Cox Story,2007,Jake Kasdan,USA,non-animation
1444,The Shipping News,2001,Lasse Hallström,USA,non-animation
1445,American Outlaws,2001,Les Mayfield,USA,non-animation
1446,The Young Victoria,2009,Jean-Marc Vallée,UK,non-animation
1447,Whiteout,2009,Dominic Sena,USA,non-animation
1448,The Tree of Life,2011,Terrence Malick,USA,non-animation
1449,Knock Off,1998,Hark Tsui,Aruba,non-animation
1450,Sabotage,2014,David Ayer,USA,non-animation
1451,The Order,2003,Brian Helgeland,USA,non-animation
1452,Punisher: War Zone,2008,Lexi Alexander,USA,non-animation
1453,Zoom,2006,Peter Hewitt,USA,non-animation
1454,The Walk,2015,Robert Zemeckis,USA,non-animation
1455,Warriors of Virtue,1997,Ronny Yu,USA,non-animation
1456,A Good Year,2006,Ridley Scott,USA,non-animation
1457,Radio Flyer,1992,Richard Donner,USA,non-animation
1458,"Blood In, Blood Out",1993,Taylor Hackford,USA,non-animation
1459,Smilla's Sense of Snow,1997,Bille August,Denmark,non-animation
1460,Femme Fatale,2002,Brian De Palma,France,non-animation
1461,Lion of the Desert,1980,Moustapha Akkad,Libya,non-animation
1462,The Horseman on the Roof,1995,Jean-Paul Rappeneau,France,non-animation
1463,Ride with the Devil,1999,Ang Lee,USA,non-animation
1464,Biutiful,2010,Alejandro G. Iñárritu,Mexico,non-animation
1465,Bandidas,2006,Joachim Rønning,France,non-animation
1466,Black Water Transit,2009,Tony Kaye,USA,non-animation
1467,The Maze Runner,2014,Wes Ball,USA,non-animation
1468,Unfinished Business,2015,Ken Scott,USA,non-animation
1469,The Age of Innocence,1993,Martin Scorsese,USA,non-animation
1470,The Fountain,2006,Darren Aronofsky,USA,non-animation
1471,Chill Factor,1999,Hugh Johnson,USA,non-animation
1472,Stolen,2012,Simon West,USA,non-animation
1473,Ponyo,2008,Hayao Miyazaki,Japan,animation
1474,The Longest Ride,2015,George Tillman Jr.,USA,non-animation
1475,The Astronaut's Wife,1999,Rand Ravich,USA,non-animation
1476,I Dreamed of Africa,2000,Hugh Hudson,USA,non-animation
1477,Playing for Keeps,2012,Gabriele Muccino,USA,non-animation
1478,Mandela: Long Walk to Freedom,2013,Justin Chadwick,UK,non-animation
1479,Reds,1981,Warren Beatty,USA,non-animation
1480,A Few Good Men,1992,Rob Reiner,USA,non-animation
1481,Exit Wounds,2001,Andrzej Bartkowiak,USA,non-animation
1482,Big Momma's House,2000,Raja Gosnell,USA,non-animation
1483,Thunder and the House of Magic,2013,Jeremy Degruson,Belgium,animation
1484,The Darkest Hour,2011,Chris Gorak,USA,non-animation
