,common_entity,entity3,entity2,entity1,entity4
1369,Space Chimps,2008.0,Kirk De Micco,Cheryl Hines,1969
1370,Head of State,2003.0,Chris Rock,Bernie Mac,1965
1371,The Hangover,2009.0,Todd Phillips,Bradley Cooper,1970
1372,Ip Man 3,2015.0,Wilson Yip,Mike Tyson,1964
1373,Austin Powers: The Spy Who Shagged Me,1999.0,Jay Roach,Muse Watson,1957
1374,Batman,1989.0,Tim Burton,Michael Gough,1958
1375,There Be Dragons,2011.0,Roland Joffé,Jordi Mollà,1945
1376,Lethal Weapon 3,1992.0,Richard Donner,Rene Russo,1930
1377,The Blind Side,2009.0,John Lee Hancock,Catherine Dyer,1956
1378,Spy Kids,2001.0,Robert Rodriguez,Alexa PenaVega,1968
1380,True Grit,2010.0,Ethan Coen,Matt Damon,1954
1381,The Devil Wears Prada,2006.0,David Frankel,Meryl Streep,1959
1382,Star Trek: The Motion Picture,1979.0,Robert Wise,Leonard Nimoy,1914
1384,Cape Fear,1991.0,Martin Scorsese,Robert De Niro,1942
1385,21,2008.0,Robert Luketic,Kevin Spacey,1973
1386,Trainwreck,2015.0,Judd Apatow,Amy Schumer,1967
1387,Guess Who,2005.0,Kevin Rodney Sullivan,Bernie Mac,1958
1388,The English Patient,1996.0,Anthony Minghella,Colin Firth,1954
1389,L.A. Confidential,1997.0,Curtis Hanson,Kevin Spacey,1945
1391,In & Out,1997.0,Frank Oz,Tom Selleck,1944
1392,Species,1995.0,Roger Donaldson,Natasha Henstridge,1945
1393,A Nightmare on Elm Street,1984.0,Wes Craven,Johnny Depp,1939
1394,The Cell,2000.0,Tarsem Singh,Dylan Baker,1961
1395,The Man in the Iron Mask,1998.0,Randall Wallace,Leonardo DiCaprio,1949
1396,Secretariat,2010.0,Randall Wallace,Scott Glenn,1949
1397,TMNT,2007.0,Kevin Munroe,Chris Evans,1972
1399,Friends with Benefits,2011.0,Will Gluck,Mila Kunis,1978
1400,Neighbors 2: Sorority Rising,2016.0,Nicholas Stoller,Chloë Grace Moretz,1976
1401,Saving Mr. Banks,2013.0,John Lee Hancock,Tom Hanks,1956
1402,Malcolm X,1992.0,Spike Lee,Denzel Washington,1957
1403,This Is 40,2012.0,Judd Apatow,Charlyne Yi,1967
1405,Underworld: Rise of the Lycans,2009.0,Patrick Tatopoulos,Craig Parker,1957
1406,License to Wed,2007.0,Ken Kwapis,Robin Williams,1957
1407,The Benchwarmers,2006.0,Dennis Dugan,Jon Lovitz,1946
1408,Must Love Dogs,2005.0,Gary David Goldberg,Stockard Channing,1944
1410,Resident Evil,2002.0,Paul W.S. Anderson,Milla Jovovich,1965
1411,Poltergeist,1982.0,Tobe Hooper,Heather O'Rourke,1943
1412,The Ladykillers,2004.0,Ethan Coen,J.K. Simmons,1954
1414,In Time,2011.0,Andrew Niccol,Matt Bomer,1964
1415,The Back-up Plan,2010.0,Alan Poul,Danneel Ackles,1954
1416,Something Borrowed,2011.0,Luke Greenfield,Ashley Williams,1972
1417,Black Knight,2001.0,Gil Junger,Tom Wilkinson,1954
1419,Street Fighter,1994.0,Steven E. de Souza,Ming-Na Wen,1947
1420,The Pianist,2002.0,Roman Polanski,Emilia Fox,1933
1421,From Hell,2001.0,Albert Hughes,Johnny Depp,1972
1422,The Nativity Story,2006.0,Catherine Hardwicke,Keisha Castle-Hughes,1955
1423,House of Wax,2005.0,Jaume Collet-Serra,Robert Ri'chard,1974
1424,Closer,2004.0,Mike Nichols,Natalie Portman,1931
1425,J. Edgar,2011.0,Clint Eastwood,Leonardo DiCaprio,1930
1426,Mirrors,2008.0,Alexandre Aja,Jason Flemyng,1978
1429,Untraceable,2008.0,Gregory Hoblit,Billy Burke,1944
1431,Flash Gordon,1980.0,Mike Hodges,Brian Blessed,1932
1432,Jersey Girl,2004.0,Kevin Smith,Stephen Root,1970
1433,Alex Cross,2012.0,Rob Cohen,Cicely Tyson,1949
1434,Midnight in the Garden of Good and Evil,1997.0,Clint Eastwood,Kevin Spacey,1930
1437,Hoffa,1992.0,Danny DeVito,Frank Whaley,1944
1440,Concussion,2015.0,Peter Landesman,Will Smith,1965
1441,Abduction,2011.0,John Singleton,Ken Arnold,1968
1443,Wonder Boys,2000.0,Curtis Hanson,Robert Downey Jr.,1945
1446,Cursed,2005.0,Wes Craven,Shannon Elizabeth,1939
1447,Premium Rush,2012.0,David Koepp,Joseph Gordon-Levitt,1963
1448,Hot Pursuit,2015.0,Anne Fletcher,Jim Gaffigan,1966
1449,The Four Feathers,2002.0,Shekhar Kapur,Djimon Hounsou,1945
1450,Parker,2013.0,Taylor Hackford,Jason Statham,1944
1451,Wimbledon,2004.0,Richard Loncraine,Kirsten Dunst,1946
1452,Furry Vengeance,2010.0,Roger Kumble,Brendan Fraser,1966
1454,Krull,1983.0,Peter Yates,Liam Neeson,1929
1455,Lions for Lambs,2007.0,Robert Redford,Meryl Streep,1936
1456,Flight of the Intruder,1991.0,John Milius,Rosanna Arquette,1944
1457,Walk Hard: The Dewey Cox Story,2007.0,Jake Kasdan,Tim Meadows,1974
1458,The Shipping News,2001.0,Lasse Hallström,Kevin Spacey,1946
1459,American Outlaws,2001.0,Les Mayfield,Gregory Smith,1959
1460,The Young Victoria,2009.0,Jean-Marc Vallée,Michiel Huisman,1963
1461,Whiteout,2009.0,Dominic Sena,Tom Skerritt,1949
1462,The Tree of Life,2011.0,Terrence Malick,Brad Pitt,1943
1463,Knock Off,1998.0,Hark Tsui,Paul Sorvino,1950
1464,Sabotage,2014.0,David Ayer,Mireille Enos,1968
1465,The Order,2003.0,Brian Helgeland,Heath Ledger,1961
1466,Punisher: War Zone,2008.0,Lexi Alexander,Julie Benz,1974
1468,The Walk,2015.0,Robert Zemeckis,Joseph Gordon-Levitt,1952
1470,A Good Year,2006.0,Ridley Scott,Archie Panjabi,1937
1471,Radio Flyer,1992.0,Richard Donner,Adam Baldwin,1930
1472,"Blood In, Blood Out",1993.0,Taylor Hackford,Delroy Lindo,1944
1473,Smilla's Sense of Snow,1997.0,Bille August,Jim Broadbent,1948
1474,Femme Fatale,2002.0,Brian De Palma,Peter Coyote,1940
1475,Lion of the Desert,1980.0,Moustapha Akkad,Oliver Reed,1930
1476,The Horseman on the Roof,1995.0,Jean-Paul Rappeneau,Olivier Martinez,1932
1477,Ride with the Devil,1999.0,Ang Lee,Jeremy W. Auman,1954
1478,Biutiful,2010.0,Alejandro G. Iñárritu,Maricel Álvarez,1963
1479,The Lovers,2015.0,Roland Joffé,Tamsin Egerton,1945
1480,Bandidas,2006.0,Joachim Rønning,Salma Hayek,1972
1482,The Maze Runner,2014.0,Wes Ball,Ki Hong Lee,1980
1483,Unfinished Business,2015.0,Ken Scott,Tom Wilkinson,1947
1484,The Age of Innocence,1993.0,Martin Scorsese,Richard E. Grant,1942
1485,The Fountain,2006.0,Darren Aronofsky,Hugh Jackman,1969
1487,Stolen,2012.0,Simon West,Nicolas Cage,1961
1488,Ponyo,2008.0,Hayao Miyazaki,Rumi Hiiragi,1941
1489,The Longest Ride,2015.0,George Tillman Jr.,Tiago Riani,1969
1491,I Dreamed of Africa,2000.0,Hugh Hudson,Liam Aiken,1936
1492,Playing for Keeps,2012.0,Gabriele Muccino,Gerard Butler,1967
1493,Mandela: Long Walk to Freedom,2013.0,Justin Chadwick,Terry Pheto,1968
1494,Reds,1981.0,Warren Beatty,Paul Sorvino,1937
1495,A Few Good Men,1992.0,Rob Reiner,Tom Cruise,1947
1496,Exit Wounds,2001.0,Andrzej Bartkowiak,Michael Jai White,1950
1497,Big Momma's House,2000.0,Raja Gosnell,Nia Long,1958
