,common_entity,entity1,entity2
KIIB,James H Connell Field At Independence Municipal,42.4568888888889,-91.9476666666667
LIBR,Brindisi / Casale,40.6576004028,17.9470005035
WAMG,Jalaluddin,0.6371189952,122.8499984741
YDGN,Doongan,-15.3999996185,126.3000030518
SN52,Pilot Pointe Estates,37.4792013888889,-97.0126388888889
ZSFY,Fuyang Xiguan,32.882157,115.734364
MMGM,General Jose Maria Yanez International,27.9689998627,-110.9250030518
MUNG,Rafael Cabrera,21.8346996307,-82.7837982178
K8T6,Live Oak County,28.3628055555556,-98.1164722222222
SSRE,Realeza,-25.8012008667,-53.5126991272
VT56,West Burke Aerodrome,44.6131088888889,-71.9809288888889
2TX6,Everitt,33.6817508333333,-101.668498055556
SSZB,Fazenda Bela Vista,-18.2066669464,-56.8094444275
WMBH,Kroh,5.6830000877,100.983001709
SC57,Jordan Private,33.5405694444444,-79.534175
EDDG,Munster Osnabruck,52.134601593,7.6848301888
SCRF,Laguna San Rafael,-46.6388893127,-73.8499984741
KGCT,Guthrie County Regional,41.6869722222222,-94.4350555555556
YMDT,Mundrabilla Motel,-31.8267002106,128.2299957275
39MI,Huber,46.1688361111111,-88.1723575
FACK,Christiana,-27.8777008057,25.2017993927
YRED,Redcliffe,-27.2066993713,153.0679931641
0LS0,Theriot Field,29.7497222222222,-90.7358333333333
SSWZ,Fazenda Dona Nenem,-18.5094432831,-46.2738876343
K14J,Carl Folsom,31.4100416666667,-86.0903361111111
